Symbol,Trade DATE,NOCP
TWLO,3/11/19,122.09
TWLO,3/12/19,125.7
TWLO,3/13/19,126.78
TWLO,3/14/19,130
TWLO,3/15/19,129.41
TWLO,3/18/19,129.35
TWLO,3/19/19,130.38
TWLO,3/20/19,130.65
TWLO,3/21/19,135.66
TWLO,3/22/19,129.53
TWLO,3/25/19,131.55
TWLO,3/26/19,131.87
TWLO,3/27/19,126.48
TWLO,3/28/19,125.73
TWLO,3/29/19,129.18
TWLO,4/1/19,127.67
TWLO,4/2/19,129.79
TWLO,4/3/19,129.38
TWLO,4/4/19,122.37
TWLO,4/5/19,122.42
TWLO,4/8/19,122.12
TWLO,4/9/19,122.7
TWLO,4/10/19,125.22
TWLO,4/11/19,125.7
TWLO,4/12/19,125.72
TWLO,4/15/19,127.19
TWLO,4/16/19,126.56
TWLO,4/17/19,123.08
TWLO,4/18/19,122.13
TWLO,4/22/19,127.96
TWLO,4/23/19,129.27
TWLO,4/24/19,129.99
TWLO,4/25/19,132.25
TWLO,4/26/19,134.92
TWLO,4/29/19,135.99
TWLO,4/30/19,137.14
TWLO,5/1/19,128.57
TWLO,5/2/19,131.94
TWLO,5/3/19,130.87
TWLO,5/6/19,131.8
TWLO,5/7/19,129.58
TWLO,5/8/19,131.66
TWLO,5/9/19,133.13
TWLO,5/10/19,134.28
TWLO,5/13/19,123.39
TWLO,5/14/19,131.08
TWLO,5/15/19,135.45
TWLO,5/16/19,142.37
TWLO,5/17/19,140.49
TWLO,5/20/19,137.66
TWLO,5/21/19,137.71
TWLO,5/22/19,137.84
TWLO,5/23/19,132.96
TWLO,5/24/19,133.9
TWLO,5/28/19,132.95
TWLO,5/29/19,129.17
TWLO,5/30/19,126.93
TWLO,5/31/19,131.99
TWLO,6/3/19,124.54
TWLO,6/4/19,128.39
TWLO,6/5/19,136.77
TWLO,6/6/19,139.63
TWLO,6/7/19,144.11
TWLO,6/10/19,143.62
TWLO,6/11/19,140.69
TWLO,6/12/19,143.09
TWLO,6/13/19,141.06
TWLO,6/14/19,140.17
TWLO,6/17/19,140.71
TWLO,6/18/19,142.29
TWLO,6/19/19,146.5
TWLO,6/20/19,146.66
TWLO,6/21/19,144
TWLO,6/24/19,138.41
TWLO,6/25/19,134.87
TWLO,6/26/19,134.18
TWLO,6/27/19,137.32
TWLO,6/28/19,136.35
TWLO,7/1/19,136.86
TWLO,7/2/19,137.5
TWLO,7/3/19,139.21
TWLO,7/5/19,140.27
TWLO,7/8/19,144.73
TWLO,7/9/19,145.25
TWLO,7/10/19,145.44
TWLO,7/11/19,144.26
TWLO,7/12/19,142.15
TWLO,7/15/19,145.4
TWLO,7/16/19,142.59
TWLO,7/17/19,145.86
TWLO,7/18/19,145.98
TWLO,7/19/19,145.62
TWLO,7/22/19,147.46
TWLO,7/23/19,145.57
TWLO,7/24/19,147.61
TWLO,7/25/19,147.76
TWLO,7/26/19,149.95
TWLO,7/29/19,141.5
TWLO,7/30/19,140
TWLO,7/31/19,139.11
TWLO,8/1/19,137.83
TWLO,8/2/19,133.7
TWLO,8/5/19,124.52
TWLO,8/6/19,125.57
TWLO,8/7/19,123.9
TWLO,8/8/19,131.68
TWLO,8/9/19,133.72
TWLO,8/12/19,131.49
TWLO,8/13/19,132.05
TWLO,8/14/19,124.75
TWLO,8/15/19,123.17
TWLO,8/16/19,124.76
TWLO,8/19/19,125.61
TWLO,8/20/19,126.86
TWLO,8/21/19,131.06
TWLO,8/22/19,130.5
TWLO,8/23/19,127.96
TWLO,8/26/19,129.98
TWLO,8/27/19,131.48
TWLO,8/28/19,130.91
TWLO,8/29/19,132.05
TWLO,8/30/19,130.47
TWLO,9/3/19,129.7
TWLO,9/4/19,132.32
TWLO,9/5/19,129.73
TWLO,9/6/19,123.7
TWLO,9/9/19,111.88
TWLO,9/10/19,110.01
TWLO,9/11/19,109.72
TWLO,9/12/19,113.1
TWLO,9/13/19,109.59
TWLO,9/16/19,110.65
TWLO,9/17/19,112.32
TWLO,9/18/19,112.55
TWLO,9/19/19,115.11
TWLO,9/20/19,114.22
TWLO,9/23/19,112.93
TWLO,9/24/19,109.11
TWLO,9/25/19,110.43
TWLO,9/26/19,110.9
TWLO,9/27/19,106.56
TWLO,9/30/19,109.96
TWLO,10/1/19,109.73
TWLO,10/2/19,106.61
TWLO,10/3/19,110.5
TWLO,10/4/19,112.08
TWLO,10/7/19,112.91
TWLO,10/8/19,108.4
TWLO,10/9/19,111.03
TWLO,10/10/19,110.29
TWLO,10/11/19,114.34
TWLO,10/14/19,116.59
TWLO,10/15/19,115.21
TWLO,10/16/19,109.8
TWLO,10/17/19,110.05
TWLO,10/18/19,106.35
TWLO,10/21/19,105.54
TWLO,10/22/19,100.65
TWLO,10/23/19,100.5
TWLO,10/24/19,105.63
TWLO,10/25/19,106.98
TWLO,10/28/19,106.4
TWLO,10/29/19,105.1
TWLO,10/30/19,107.7
TWLO,10/31/19,96.56
TWLO,11/1/19,97.06
TWLO,11/4/19,92.01
TWLO,11/5/19,91.33
TWLO,11/6/19,92.27
TWLO,11/7/19,91.06
TWLO,11/8/19,93.23
TWLO,11/11/19,96.17
TWLO,11/12/19,95.09
TWLO,11/13/19,98.34
TWLO,11/14/19,98.11
TWLO,11/15/19,99.54
TWLO,11/18/19,101.66
TWLO,11/19/19,103
TWLO,11/20/19,103.74
TWLO,11/21/19,103.53
TWLO,11/22/19,104.29
TWLO,11/25/19,103.36
TWLO,11/26/19,102.59
TWLO,11/27/19,103
TWLO,11/29/19,103.28
TWLO,12/2/19,97.65
TWLO,12/3/19,99.28
TWLO,12/4/19,98.93
TWLO,12/5/19,97.54
TWLO,12/6/19,98.54
TWLO,12/9/19,98.99
TWLO,12/10/19,97.36
TWLO,12/11/19,96.23
TWLO,12/12/19,96.86
TWLO,12/13/19,97.98
TWLO,12/16/19,98.85
TWLO,12/17/19,97.59
TWLO,12/18/19,98.43
TWLO,12/19/19,99.88
TWLO,12/20/19,100.26
TWLO,12/23/19,100.39
TWLO,12/24/19,100.55
TWLO,12/26/19,102.61
TWLO,12/27/19,100.43
TWLO,12/30/19,97.79
TWLO,12/31/19,98.28
TWLO,1/2/20,103.15
TWLO,1/3/20,103.52
TWLO,1/6/20,107.46
TWLO,1/7/20,108.06
TWLO,1/8/20,109.39
TWLO,1/9/20,113.02
TWLO,1/10/20,115.74
TWLO,1/13/20,120.34
TWLO,1/14/20,119.02
TWLO,1/15/20,119.88
TWLO,1/16/20,119.58
TWLO,1/17/20,119.36
TWLO,1/21/20,119.08
TWLO,1/22/20,119.12
TWLO,1/23/20,120.8
TWLO,1/24/20,121.38
TWLO,1/27/20,120.55
TWLO,1/28/20,122.76
TWLO,1/29/20,123.8
TWLO,1/30/20,124.81
TWLO,1/31/20,124.34
TWLO,2/3/20,128.18
TWLO,2/4/20,131.9
TWLO,2/5/20,127.15
TWLO,2/6/20,117.87
TWLO,2/7/20,122.21
TWLO,2/10/20,125.71
TWLO,2/11/20,125.41
TWLO,2/12/20,125.92
TWLO,2/13/20,128.67
TWLO,2/14/20,127.74
TWLO,2/18/20,128.14
TWLO,2/19/20,128.06
TWLO,2/20/20,126.71
TWLO,2/21/20,123.27
TWLO,2/24/20,117.94
TWLO,2/25/20,112.31
TWLO,2/26/20,112.96
